;Name;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
1546;Odama;GC;2006;Misc;Nintendo;0.07;0.02;0.02;0.0;0.11;62.0;42.0;8.0;17.0;Vivarium;E10+;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;T
1547;The King of Fighters 2000/2001;PS2;2003;Fighting;Ignition Entertainment;0.05;0.04;0.0;0.01;0.11;71.0;31.0;8.6;17.0;SNK Playmore;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;T
1549;The King of Fighters Collection: The Orochi Saga;PS2;2006;Fighting;Ignition Entertainment;0.1;0.08;0.0;0.03;0.2;67.0;14.0;8.5;4.0;Terminal Reality;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;T
1553;Death Jr.: Root of Evil;Wii;2008;Platform;Eidos Interactive;0.1;0.0;0.0;0.01;0.11;71.0;14.0;8.1;14.0;Backbone Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1554;The Scorpion King: Rise of the Akkadian;PS2;2002;Action;Universal Interactive;0.11;0.09;0.0;0.03;0.23;47.0;12.0;7.2;6.0;VU Games;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1555;Charlie and the Chocolate Factory;PS2;2005;Adventure;Global Star;0.17;0.13;0.0;0.04;0.35;35.0;21.0;4.1;28.0;High Voltage Software, Backbone Entertainment;E;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1558;Hellboy: The Science of Evil;PS3;2008;Action;Konami Digital Entertainment;0.13;0.02;0.0;0.02;0.17;47.0;23.0;6.1;10.0;Krome Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1560;Sonic Generations;PS3;2011;Platform;Sega;0.6;0.69;0.02;0.26;1.58;76.0;38.0;8.2;253.0;Sega;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1563;DJ Max Fever;PSP;2009;Misc;PM Studios;0.09;0.0;0.0;0.01;0.11;77.0;5.0;6.5;13.0;Pentavision Entertainment;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1564;Dawn of Discovery;PC;2009;Simulation;Ubisoft;0.0;0.32;0.0;0.06;0.38;82.0;32.0;8.8;132.0;Blue Byte, Related Designs;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1565;Sniper Elite;PS2;2005;Shooter;Ubisoft;0.1;0.07;0.0;0.02;0.19;76.0;21.0;8.9;36.0;Rebellion;M;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1572;Trauma Center: Under the Knife 2;DS;2008;Simulation;Atlus;0.1;0.0;0.0;0.01;0.11;79.0;29.0;8.5;11.0;Vanguard;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1576;Sakura Wars: So Long, My Love;PS2;2005;Role-Playing;Sega;0.07;0.05;0.15;0.02;0.29;81.0;15.0;7.3;26.0;RED Entertainment;T;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;T
1581;Metal Slug 3;XB;2004;Shooter;Ignition Entertainment;0.08;0.02;0.0;0.0;0.1;76.0;56.0;5.1;15.0;SNK;T;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1584;Ride;PS4;2015;Racing;Milestone S.r.l.;0.04;0.13;0.03;0.03;0.22;66.0;30.0;7.0;47.0;Milestone S.r.l;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1585;NASCAR The Game: Inside Line;X360;2012;Racing;Activision;0.09;0.0;0.0;0.01;0.1;72.0;7.0;3.4;27.0;Eutechnyx;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1587;E·O·E: Eve of Extinction;PS2;2002;Fighting;Eidos Interactive;0.04;0.03;0.02;0.01;0.1;57.0;28.0;7.2;6.0;Yuke's;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1588;NHL 2004;PS2;2003;Sports;Electronic Arts;0.47;0.37;0.0;0.12;0.97;85.0;19.0;7.6;53.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
1589;Scribblenauts Unmasked: A DC Comics Adventure;WiiU;2013;Puzzle;Warner Bros. Interactive Entertainment;0.09;0.0;0.0;0.01;0.1;71.0;17.0;6.3;39.0;5TH Cell;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1590;Scribblenauts Unmasked: A DC Comics Adventure;WiiU;2013;Puzzle;Warner Bros. Interactive Entertainment;0.09;0.0;0.0;0.01;0.1;71.0;17.0;6.3;39.0;5TH Cell;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1593;Kelly Slater's Pro Surfer;PS2;2002;Sports;Activision;0.16;0.13;0.0;0.04;0.33;77.0;19.0;8.4;15.0;Treyarch;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1594;Harry Potter and the Deathly Hallows - Part 1;Wii;2010;Action;Electronic Arts;0.22;0.27;0.0;0.05;0.54;41.0;8.0;5.0;11.0;Electronic Arts;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1595;The Bard's Tale;PS2;2004;Role-Playing;Ubisoft;0.1;0.08;0.0;0.03;0.21;76.0;44.0;8.6;14.0;InXile Entertainment;T;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
1600;Sword Art Online: Lost Song;PSV;2015;Role-Playing;Namco Bandai Games;0.06;0.04;0.23;0.03;0.36;70.0;4.0;7.1;27.0;Bandai Namco Games, Artdink;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1601;Indigo Prophecy;PS2;2005;Adventure;Atari;0.07;0.06;0.0;0.02;0.15;83.0;47.0;7.8;104.0;Quantic Dream;M;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;M
1603;X-Men: Destiny;PS3;2011;Action;Activision;0.14;0.07;0.0;0.03;0.24;50.0;33.0;4.8;37.0;Silicon Knights;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1608;Harry Potter and the Deathly Hallows - Part 2;X360;2011;Action;Electronic Arts;0.19;0.11;0.0;0.03;0.33;44.0;31.0;5.4;24.0;EA Bright Light;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1617;Tornado Outbreak;Wii;2009;Action;Konami Digital Entertainment;0.09;0.0;0.0;0.01;0.1;71.0;7.0;8.2;5.0;Loose Cannon Studios;E10+;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1618;Shovel Knight;3DS;2015;Platform;Yacht Club Games;0.08;0.04;0.02;0.01;0.14;90.0;9.0;8.2;225.0;Yacht Club Games;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;E
1622;MotoGP 2;XB;2003;Racing;THQ;0.07;0.02;0.0;0.0;0.1;87.0;23.0;8.5;14.0;Climax Group;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1624;Ar tonelico: Melody of Elemia;PS2;2006;Role-Playing;505 Games;0.0;0.0;0.1;0.0;0.1;71.0;30.0;7.7;43.0;Gust;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1625;Blast Works: Build, Trade, Destroy;Wii;2008;Shooter;Eidos Interactive;0.09;0.0;0.0;0.01;0.1;78.0;30.0;7.7;17.0;BudCat;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1627;NASCAR;PSP;2006;Racing;Electronic Arts;0.09;0.0;0.0;0.01;0.1;66.0;13.0;5.3;6.0;Exient Entertainment;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1633;Robots;PS2;2005;Action;Vivendi Games;0.18;0.14;0.0;0.05;0.36;53.0;6.0;6.0;8.0;Eurocom Entertainment Software;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1634;Dungeons;PC;2011;Strategy;Kalypso Media;0.07;0.02;0.0;0.01;0.09;65.0;35.0;4.6;106.0;Realmforge Studios;M;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1636;Burnout Paradise: The Ultimate Box;PC;2009;Racing;Electronic Arts;0.0;0.08;0.0;0.01;0.09;87.0;26.0;7.5;435.0;Criterion Games;E10+;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1638;Age of Empires II: The Age of Kings;PC;1999;Strategy;Microsoft Game Studios;0.01;0.08;0.0;0.01;0.09;92.0;21.0;9.0;801.0;Ensemble Studios;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1639;MotoGP;PS2;2000;Racing;Namco Bandai Games;0.06;0.05;0.14;0.02;0.27;77.0;16.0;6.0;5.0;Namco;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1641;Gradius V;PS2;2004;Shooter;Konami Digital Entertainment;0.05;0.04;0.0;0.01;0.09;82.0;46.0;8.5;13.0;Treasure;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1642;MLB SlugFest 20-04;PS2;2003;Sports;Midway Games;0.26;0.2;0.0;0.07;0.53;78.0;23.0;8.3;8.0;Midway;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1643;Beaterator;PSP;2009;Misc;Take-Two Interactive;0.06;0.02;0.0;0.02;0.09;80.0;44.0;7.8;12.0;Rockstar Leeds;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1644;Psychonauts;XB;2005;Platform;THQ;0.09;0.03;0.0;0.0;0.12;88.0;54.0;9.0;71.0;Double Fine Productions;T;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;T
1650;Metal Slug X;PS;2001;Shooter;Virgin Interactive;0.05;0.03;0.0;0.01;0.09;85.0;9.0;8.8;31.0;ProSoft;T;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1651;Romance of the Three Kingdoms X;PS2;2005;Strategy;Tecmo Koei;0.04;0.03;0.0;0.01;0.09;71.0;13.0;8.5;10.0;Koei;T;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;ET
1653;GripShift;PSP;2005;Racing;Ubisoft;0.08;0.0;0.0;0.01;0.09;70.0;37.0;8.7;22.0;Sidhe Interactive;E;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1655;Road Trip;PS2;2002;Racing;Play It;0.04;0.03;0.0;0.01;0.09;80.0;4.0;9.0;41.0;Takara;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1656;Jimmie Johnson's Anything With an Engine;X360;2011;Racing;Konami Digital Entertainment;0.08;0.0;0.0;0.01;0.09;65.0;5.0;8.8;8.0;Isopod Labs;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1658;echochrome;PSP;2008;Puzzle;Sony Computer Entertainment;0.0;0.01;0.08;0.0;0.09;79.0;28.0;7.7;13.0;SCE/WWS, SCE Japan Studio;E;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1661;Shadow of Destiny;PS2;2001;Adventure;Konami Digital Entertainment;0.09;0.07;0.03;0.02;0.21;78.0;18.0;8.2;19.0;Konami;T;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1662;Michael Jackson: The Experience;Wii;2010;Misc;Ubisoft;2.64;1.33;0.01;0.39;4.36;56.0;37.0;8.3;31.0;Ubisoft Paris, Ubisoft Montpellier;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1663;Def Jam Fight For NY: The Takeover;PSP;2006;Action;Electronic Arts;0.08;0.0;0.0;0.01;0.09;79.0;25.0;8.2;16.0;Aki Corp.;M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;T
1665;Rugby 2005;PS2;2005;Sports;Electronic Arts;0.04;0.03;0.0;0.01;0.09;71.0;15.0;8.6;19.0;HB Studios Multimedia;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1669;Tornado Outbreak;Wii;2009;Action;Konami Digital Entertainment;0.09;0.0;0.0;0.01;0.1;71.0;7.0;8.2;5.0;Loose Cannon Studios;E10+;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1674;Sniper Elite;PS2;2005;Shooter;Ubisoft;0.1;0.07;0.0;0.02;0.19;76.0;21.0;8.9;36.0;Rebellion;M;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1675;Crimson Sea;XB;2002;Action;Tecmo Koei;0.04;0.01;0.04;0.0;0.09;78.0;19.0;8.2;10.0;Koei;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1676;The Weakest Link;PS;2001;Misc;Activision;0.05;0.03;0.0;0.01;0.09;63.0;7.0;7.2;6.0;Activision, Traveller's Tales;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1678;GRID Autosport;PS3;2014;Racing;Codemasters;0.05;0.09;0.01;0.03;0.18;75.0;35.0;6.8;62.0;Codemasters;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1679;Ikaruga;GC;2003;Shooter;Atari;0.07;0.02;0.0;0.0;0.09;85.0;52.0;8.5;42.0;Treasure;E;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1680;The Suffering: Ties That Bind;PS2;2005;Action;Midway Games;0.09;0.07;0.0;0.02;0.17;75.0;37.0;8.0;23.0;Surreal Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1681;MLB SlugFest Loaded;PS2;2004;Sports;Midway Games;0.14;0.11;0.0;0.04;0.3;77.0;30.0;9.5;4.0;Point of View;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1682;Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005;Action;Activision;0.09;0.07;0.0;0.02;0.19;68.0;13.0;8.1;15.0;Krome Studios;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
1684;Red Faction: Armageddon;PS3;2011;Shooter;THQ;0.2;0.15;0.03;0.07;0.45;71.0;52.0;7.3;58.0;Volition Inc.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1686;The Witch and the Hundred Knight;PS3;2013;Role-Playing;Nippon Ichi Software;0.07;0.02;0.1;0.02;0.2;53.0;44.0;7.5;80.0;Nippon Ichi Software;T;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1687;XIII;PS2;2003;Shooter;Ubisoft;0.28;0.22;0.0;0.07;0.57;73.0;37.0;8.6;35.0;Ubisoft Paris;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1688;F.E.A.R. Files;X360;2007;Shooter;Vivendi Games;0.07;0.01;0.0;0.01;0.09;66.0;43.0;7.1;16.0;TimeGate Studios, Day 1 Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1689;The Sims 2: Apartment Life;PC;2008;Simulation;Electronic Arts;0.0;0.07;0.0;0.01;0.09;75.0;10.0;7.7;19.0;Electronic Arts;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1693;NASCAR The Game: Inside Line;X360;2012;Racing;Activision;0.09;0.0;0.0;0.01;0.1;72.0;7.0;3.4;27.0;Eutechnyx;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1696;Marvel Nemesis: Rise of the Imperfects;PS2;2005;Fighting;Electronic Arts;0.64;0.02;0.0;0.1;0.77;53.0;30.0;6.3;46.0;EA Canada, Nihilistic;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1700;Aliens versus Predator: Extinction;PS2;2003;Strategy;Electronic Arts;0.09;0.07;0.0;0.02;0.19;66.0;17.0;8.4;30.0;Zono Inc.;T;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1702;The Golf Club;PS4;2014;Sports;Unknown;0.05;0.02;0.0;0.01;0.08;66.0;11.0;6.3;67.0;HB Studios Multimedia;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1705;Shovel Knight;3DS;2015;Platform;Yacht Club Games;0.08;0.04;0.02;0.01;0.14;90.0;9.0;8.2;225.0;Yacht Club Games;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;E
1707;State of Emergency 2;PS2;2006;Shooter;SouthPeak Games;0.04;0.03;0.0;0.01;0.08;44.0;36.0;5.8;15.0;DC Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1708;Seven Samurai 20XX;PS2;2004;Action;Sega;0.04;0.03;0.0;0.01;0.08;52.0;31.0;7.0;6.0;Dimps Corporation;T;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1710;Tornado Outbreak;Wii;2009;Action;Konami Digital Entertainment;0.09;0.0;0.0;0.01;0.1;71.0;7.0;8.2;5.0;Loose Cannon Studios;E10+;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
1711;Persona 4: Arena Ultimax;PS3;2014;Fighting;Atlus;0.0;0.0;0.13;0.0;0.14;84.0;38.0;8.1;85.0;Arc System Works;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1716;NBA 10: The Inside;PSP;2009;Sports;Sony Computer Entertainment;0.07;0.0;0.0;0.01;0.08;69.0;13.0;3.0;13.0;SCEA San Diego Studios;E;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1719;Samurai Shodown Sen;X360;2009;Fighting;Rising Star Games;0.07;0.01;0.0;0.01;0.08;46.0;33.0;5.2;12.0;K2 LLC;M;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;M
1721;Harry Potter and the Sorcerer's Stone;PS;2001;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
1722;TimeSplitters: Future Perfect;PS2;2005;Shooter;Electronic Arts;0.12;0.09;0.0;0.03;0.24;84.0;39.0;9.1;117.0;Free Radical Design;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1730;Disney's Meet the Robinsons;Wii;2007;Action;Disney Interactive Studios;0.17;0.0;0.0;0.01;0.19;62.0;11.0;6.3;4.0;Buena Vista Games;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1733;Battlestar Galactica;PS2;2003;Shooter;Vivendi Games;0.08;0.06;0.0;0.02;0.16;66.0;22.0;6.8;6.0;Warthog;T;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1734;Earth Defense Force 2017;X360;2006;Action;D3Publisher;0.04;0.0;0.03;0.0;0.08;69.0;55.0;7.7;60.0;Sandlot;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1737;Assassin's Creed: Rogue;PS3;2014;Action;Ubisoft;0.46;0.56;0.06;0.2;1.29;72.0;53.0;7.5;292.0;Ubisoft Sofia;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
1739;Song of the Deep;PS4;2016;Action;Insomniac Games;0.06;0.0;0.0;0.01;0.08;69.0;41.0;7.3;30.0;Insomniac Games;E;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1745;Infernal: Hell's Vengeance;X360;2009;Shooter;Playlogic Game Factory;0.06;0.01;0.0;0.01;0.08;35.0;23.0;5.3;10.0;Metropolis Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1746;Zero Escape: Zero Time Dilemma;3DS;2016;Adventure;Aksys Games;0.05;0.0;0.02;0.01;0.08;81.0;18.0;8.5;72.0;Spike Chunsoft, Chime;M;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
1747;Stella Deus: The Gate of Eternity;PS2;2004;Strategy;505 Games;0.04;0.03;0.0;0.01;0.08;75.0;31.0;8.0;9.0;Pinegrow;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1748;Jimmie Johnson's Anything With an Engine;X360;2011;Racing;Konami Digital Entertainment;0.08;0.0;0.0;0.01;0.09;65.0;5.0;8.8;8.0;Isopod Labs;E10+;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
1750;In The Groove;PS2;2005;Misc;RedOctane;0.04;0.03;0.0;0.01;0.07;72.0;14.0;9.0;13.0;Roxor Games;E;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
1758;Torchlight;PC;2009;Role-Playing;JoWood Productions;0.0;0.06;0.0;0.01;0.07;83.0;57.0;8.0;794.0;Runic Games;T;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
1761;F.E.A.R. 2: Project Origin;X360;2009;Shooter;Warner Bros. Interactive Entertainment;0.32;0.15;0.0;0.05;0.52;77.0;68.0;8.0;114.0;Monolith Productions;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1763;Still Life;XB;2005;Adventure;Microids;0.05;0.02;0.0;0.0;0.07;70.0;29.0;8.2;5.0;Microids;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
1764;The King of Fighters Collection: The Orochi Saga;PS2;2006;Fighting;Ignition Entertainment;0.1;0.08;0.0;0.03;0.2;67.0;14.0;8.5;4.0;Terminal Reality;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;T
